movie_id,IMDb_URL,poster_url,movie_title,genres,release_date,Animation,Children,Comedy,Adventure,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Sci_Fi,Documentary,War,Musical,Mystery,Film_Noir,Western
927,http://www.imdb.com/title/tt3957702/,,"Women, The (1939)",['Comedy'],1939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,http://www.imdb.com/title/tt0032976/,https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,Rebecca (1940),"['Romance', 'Thriller']",1940,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
929,http://www.imdb.com/title/tt0032484/,https://m.media-amazon.com/images/M/MV5BNmM3ZGE4Y2EtNGFlMS00YjE5LWExYzYtYzQyYTQxYTZlMWRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,Foreign Correspondent (1940),['Thriller'],1940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
930,http://www.imdb.com/title/tt0038787/,https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,Notorious (1946),"['Film-Noir', 'Romance', 'Thriller']",1946,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
931,http://www.imdb.com/title/tt0038109/,https://m.media-amazon.com/images/M/MV5BMTM2NDI5Nzg5Nl5BMl5BanBnXkFtZTcwNDk3NzI0NA@@..jpg,Spellbound (1945),"['Mystery', 'Romance', 'Thriller']",1945,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
932,http://www.imdb.com/title/tt0050105/,https://m.media-amazon.com/images/M/MV5BN2M3YjI1YTUtNDFlOS00MGNiLWExZjctNjY1ODFhYjYxMWMwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@..jpg,"Affair to Remember, An (1957)",['Romance'],1957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
933,http://www.imdb.com/title/tt0048728/,https://m.media-amazon.com/images/M/MV5BODM2ODgyOGYtYzYwMC00ZTEwLTg2MmItZDI2OTdhMTdiMGFiL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,To Catch a Thief (1955),"['Comedy', 'Romance', 'Thriller']",1955,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
934,http://www.imdb.com/title/tt0042451/,https://m.media-amazon.com/images/M/MV5BNzBlYzAxMjgtOGRmZS00ZmRjLWFmNjQtZjVjZTFlMzE3Y2MzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,Father of the Bride (1950),['Comedy'],1950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,http://www.imdb.com/title/tt0045537/,https://m.media-amazon.com/images/M/MV5BNGUxZmJkZTgtMmI1Ny00Mzg3LWFlY2QtMjNkM2QwZGVhYTQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,"Band Wagon, The (1953)","['Comedy', 'Musical']",1953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
936,http://www.imdb.com/title/tt0031725/,https://m.media-amazon.com/images/M/MV5BOTQ1ZDg5MjctZmNkNC00M2E5LTgyMjEtMjg0NDVjMTBiZjFhXkEyXkFqcGdeQXVyNjc0MzMzNjA@..jpg,Ninotchka (1939),"['Comedy', 'Romance']",1939,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
937,http://www.imdb.com/title/tt0050658/,https://m.media-amazon.com/images/M/MV5BZDgxMTM4OWQtNjJmMS00YTgwLWI0NjItMWRmMDIwMzQzYTMyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@..jpg,Love in the Afternoon (1957),"['Comedy', 'Romance']",1957,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
938,http://www.imdb.com/title/tt0051658/,https://m.media-amazon.com/images/M/MV5BMWIzNzlkMWUtY2VhYy00NWMwLTg3MWUtZWY4ODZjMjBiMmM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@..jpg,Gigi (1958),['Musical'],1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
939,http://www.imdb.com/title/tt0052126/,https://m.media-amazon.com/images/M/MV5BNTE2YTY3M2ItYWVjOS00MTUxLWI5YjEtMWQwYjZjMTMwYWFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,"Reluctant Debutante, The (1958)","['Comedy', 'Drama']",1958,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
940,http://www.imdb.com/title/tt0029843/,https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,"Adventures of Robin Hood, The (1938)","['Action', 'Adventure']",1938,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
941,http://www.imdb.com/title/tt0032762/,https://m.media-amazon.com/images/M/MV5BMTU2ODc0NzUyMl5BMl5BanBnXkFtZTgwODQ3NTA1MjE@..jpg,"Mark of Zorro, The (1940)",['Adventure'],1940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,http://www.imdb.com/title/tt0037008/,https://m.media-amazon.com/images/M/MV5BYjkxOGM5OTktNTRmZi00MjhlLWE2MDktNzY3NjY3NmRjNDUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@..jpg,Laura (1944),"['Crime', 'Film-Noir', 'Mystery']",1944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
943,http://www.imdb.com/title/tt0039420/,https://m.media-amazon.com/images/M/MV5BNzYxMjIyMmYtMDI2OS00YTgyLWExZWMtODdkZTk1NzRlODgzXkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg,"Ghost and Mrs. Muir, The (1947)","['Drama', 'Romance']",1947,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
944,http://www.imdb.com/title/tt0029162/,https://m.media-amazon.com/images/M/MV5BNDIwODc3MDAtZWY5Ny00MTNkLTk2ZTMtYTE4NDY4NDk3MTVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@..jpg,Lost Horizon (1937),['Drama'],1937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
945,http://www.imdb.com/title/tt0027125/,https://m.media-amazon.com/images/M/MV5BOWIwMmQ0NTktNGE3Mi00YzVlLThmZGQtNDhkOWMwNDRlNDRiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@..jpg,Top Hat (1935),"['Comedy', 'Musical', 'Romance']",1935,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
946,http://www.imdb.com/title/tt0035446/,https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@..jpg,To Be or Not to Be (1942),"['Comedy', 'Drama', 'War']",1942,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
947,http://www.imdb.com/title/tt0028010/,https://m.media-amazon.com/images/M/MV5BNTdkZTViNWItZWM2NS00YmMzLWJiYzgtYTAwODEyNjM0NjIwXkEyXkFqcGdeQXVyMjUxODE0MDY@..jpg,My Man Godfrey (1936),['Comedy'],1936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,http://www.imdb.com/title/tt0049261/,https://m.media-amazon.com/images/M/MV5BYWQ3ZmZhMmQtODQyMS00Y2Q0LThlOTAtM2NiMDMyNDdlYmQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,Giant (1956),['Drama'],1956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
949,http://www.imdb.com/title/tt0048028/,https://m.media-amazon.com/images/M/MV5BNTYzNjI3MWUtZjg3Yi00ZDBkLWIwM2YtYmUyZGZjN2RiZjI5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@..jpg,East of Eden (1955),['Drama'],1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
950,http://www.imdb.com/title/tt0025878/,https://m.media-amazon.com/images/M/MV5BYmFlOWMwMjAtMDMyMC00N2JjLTllODUtZjY3YWU3NGRkM2I2L2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@..jpg,"Thin Man, The (1934)",['Mystery'],1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
951,http://www.imdb.com/title/tt0032599/,https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@..jpg,His Girl Friday (1940),['Comedy'],1940,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,http://www.imdb.com/title/tt0048960/,https://m.media-amazon.com/images/M/MV5BNjRhNjVlYTgtODZiOS00OTVhLWE4ZTItZjc3MTFiYWY1YjI5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,Around the World in 80 Days (1956),"['Adventure', 'Comedy']",80,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,http://www.imdb.com/title/tt0038650/,https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@..jpg,It's a Wonderful Life (1946),['Drama'],1946,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
954,http://www.imdb.com/title/tt0031679/,https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@..jpg,Mr. Smith Goes to Washington (1939),['Drama'],1939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
955,http://www.imdb.com/title/tt0029947/,https://m.media-amazon.com/images/M/MV5BMmVkOTRiYmItZjE4NS00MWNjLWE0ZmMtYzg5YzFjMjMyY2RkXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,Bringing Up Baby (1938),['Comedy'],1938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,http://www.imdb.com/title/tt0034012/,https://m.media-amazon.com/images/M/MV5BMGVjYzU4NjAtOWVkYi00OWQ3LWEwYzMtOTI2ZWY3YTQ1ZGM4L2ltYWdlXkEyXkFqcGdeQXVyNDQzMDg4Nzk@..jpg,Penny Serenade (1941),"['Drama', 'Romance']",1941,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
957,http://www.imdb.com/title/tt4368688/,,"Scarlet Letter, The (1926)",['Drama'],1926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
958,http://www.imdb.com/title/tt0036094/,https://m.media-amazon.com/images/M/MV5BNzM4NzM2MTkyN15BMl5BanBnXkFtZTcwNTA2ODU0NQ@@..jpg,Lady of Burlesque (1943),"['Comedy', 'Mystery']",1943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
959,http://www.imdb.com/title/tt0025586/,https://m.media-amazon.com/images/M/MV5BNDJiOGNkYTUtZDBmMS00MTgyLWIxYjQtODg0YTU2MTQ4ZDMzXkEyXkFqcGdeQXVyMjUxODE0MDY@..jpg,Of Human Bondage (1934),['Drama'],1934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
960,http://www.imdb.com/title/tt0038300/,https://m.media-amazon.com/images/M/MV5BZDYwZTQzNTgtNTk1NS00YjdkLWFiODUtZjQwN2Q2NGFkNDZmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,Angel on My Shoulder (1946),"['Crime', 'Drama']",1946,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
961,http://www.imdb.com/title/tt0027893/,https://m.media-amazon.com/images/M/MV5BOWIxZWM2ZTEtZmU5OS00N2EyLWEyODctZmE3N2Y4NTVmNzQ1L2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@..jpg,Little Lord Fauntleroy (1936),['Drama'],1936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
962,http://www.imdb.com/title/tt0032022/,https://m.media-amazon.com/images/M/MV5BZjIwZGQ3OWItMzBlOC00NzQ4LTlmYzUtYjc2NTdhYjk5MTJkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,They Made Me a Criminal (1939),"['Crime', 'Drama']",1939,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
963,http://www.imdb.com/title/tt0041509/,https://m.media-amazon.com/images/M/MV5BNTg0MjdhZDktMGQzNy00MTg0LWFiZTAtMjNkNTFlZTQ0NGM0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@..jpg,"Inspector General, The (1949)",['Musical'],1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
964,http://www.imdb.com/title/tt0039152/,https://m.media-amazon.com/images/M/MV5BYWI1NzdhYTMtZGE2ZS00ZjJjLThmZWQtNjY4ODcxNWM2YjQ3XkEyXkFqcGdeQXVyMTI1NDQ4NQ@@..jpg,Angel and the Badman (1947),['Western'],1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
965,http://www.imdb.com/title/tt0026029/,https://m.media-amazon.com/images/M/MV5BMTY5ODAzMTcwOF5BMl5BanBnXkFtZTcwMzYxNDYyNA@@..jpg,"39 Steps, The (1935)",['Thriller'],39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
966,http://www.imdb.com/title/tt0038235/,https://m.media-amazon.com/images/M/MV5BMGQ1OGRhMTItYjUxOC00OGE0LTlmNDMtZmJhN2EwYTdhNmE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,"Walk in the Sun, A (1945)",['Drama'],1945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
967,http://www.imdb.com/title/tt0036241/,https://m.media-amazon.com/images/M/MV5BMTgwOTUxNzUxOV5BMl5BanBnXkFtZTcwOTE0NzI0NQ@@..jpg,"Outlaw, The (1943)",['Western'],1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
968,http://www.imdb.com/title/tt0063350/,https://m.media-amazon.com/images/M/MV5BMjRjZjE3OGUtYzIyYy00NGRkLTliYTUtYmI1ZjQ3YmZjYTZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Night of the Living Dead (1968),"['Horror', 'Sci-Fi']",1968,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
969,http://www.imdb.com/title/tt6558218/,,"African Queen, The (1951)","['Action', 'Adventure', 'Romance', 'War']",1951,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
970,http://www.imdb.com/title/tt0046414/,https://m.media-amazon.com/images/M/MV5BMTk3MDg2OTAzNF5BMl5BanBnXkFtZTgwODUzNzYzMjE@..jpg,Beat the Devil (1954),"['Comedy', 'Drama']",1954,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
971,http://www.imdb.com/title/tt0051459/,https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@..jpg,Cat on a Hot Tin Roof (1958),['Drama'],1958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
972,http://www.imdb.com/title/tt0047162/,https://m.media-amazon.com/images/M/MV5BMmY1MDkzODMtMGZiYS00Y2RjLTgyMWUtOTFhMGU2ZjQ2ZWFkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,"Last Time I Saw Paris, The (1954)",['Drama'],1954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
973,http://www.imdb.com/title/tt0033891/,https://m.media-amazon.com/images/M/MV5BMjJmOGYwNmItMjI5MS00ZGE2LWJlNDUtODZjYTBjNGQ1MTg5XkEyXkFqcGdeQXVyNDE5MTU2MDE@..jpg,Meet John Doe (1941),['Drama'],1941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
974,http://www.imdb.com/title/tt0029855/,https://m.media-amazon.com/images/M/MV5BYTA1ZjQ0MmUtYWJlZi00YjkxLTkxMjYtZjgzZGViMzE0MmY4XkEyXkFqcGdeQXVyNjc0MzMzNjA@..jpg,Algiers (1938),"['Drama', 'Romance']",1938,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
975,http://www.imdb.com/title/tt0029588/,https://m.media-amazon.com/images/M/MV5BNmY4MzIzM2UtMTVlMi00YmZiLTljMDQtYzI0ZTY5MzhkZTZmXkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,Something to Sing About (1937),"['Comedy', 'Musical']",1937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
976,http://www.imdb.com/title/tt0022879/,https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@..jpg,"Farewell to Arms, A (1932)","['Romance', 'War']",1932,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
977,http://www.imdb.com/title/tt0027980/,https://m.media-amazon.com/images/M/MV5BOTQ4MDI4NTk2Nl5BMl5BanBnXkFtZTgwODIyNzg3MzE@..jpg,Moonlight Murder (1936),['Mystery'],1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
978,http://www.imdb.com/title/tt0020697/,https://m.media-amazon.com/images/M/MV5BMmExOWQyYmUtMDZlZS00ZWQxLWE3YWQtMmM2ZmJhNWJhYzExXkEyXkFqcGdeQXVyNDE5MTU2MDE@..jpg,"Blue Angel, The (Blaue Engel, Der) (1930)",['Drama'],1930,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
979,http://www.imdb.com/title/tt0114007/,https://m.media-amazon.com/images/M/MV5BMTAyOTM2NjYxMTBeQTJeQWpwZ15BbWU3MDc4ODg4MTE@..jpg,Nothing Personal (1995),"['Drama', 'War']",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
980,http://www.imdb.com/title/tt0091229/,https://m.media-amazon.com/images/M/MV5BYzA2NzFkMjAtMDQxMi00MGI2LTkxNTctM2JiM2VkNTQ5ZWZhXkEyXkFqcGdeQXVyMTc3MjY3NTY@..jpg,In the Line of Duty 2 (1987),['Action'],2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
981,http://www.imdb.com/title/tt0118927/,https://m.media-amazon.com/images/M/MV5BN2Y3Njc2YWEtYTBmNC00Y2VlLTk4NWYtODQxMGRmNDRjNmJhXkEyXkFqcGdeQXVyODY0NzcxNw@@..jpg,Dangerous Ground (1997),['Drama'],1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
982,http://www.imdb.com/title/tt0048520/,https://m.media-amazon.com/images/M/MV5BOWYzOTcyNDEtOTcxYi00ODgxLWE1OWItOTM2NjNiOWNlYTg5XkEyXkFqcGdeQXVyNjMxODMyODU@..jpg,Picnic (1955),['Drama'],1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
983,http://www.imdb.com/title/tt0113730/,https://m.media-amazon.com/images/M/MV5BMTgxMTY4ODI4NF5BMl5BanBnXkFtZTYwNTAxNDI5..jpg,Madagascar Skin (1995),['Romance'],1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
984,http://www.imdb.com/title/tt6154608/,https://m.media-amazon.com/images/M/MV5BMTQ2OTcyNWQtM2E4YS00YzBkLWE5MTItM2UxOTNiNmEzNzlkXkEyXkFqcGdeQXVyMTI4ODc2NDY@..jpg,"Pompatus of Love, The (1996)","['Comedy', 'Drama']",1996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
985,http://www.imdb.com/title/tt0117669/,https://m.media-amazon.com/images/M/MV5BMTY4OTkxNDg3OF5BMl5BanBnXkFtZTcwNDQwODUxMQ@@..jpg,Small Wonders (1996),['Documentary'],1996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
986,http://www.imdb.com/title/tt0116329/,https://m.media-amazon.com/images/M/MV5BMTA0OTE5MDQ0NTBeQTJeQWpwZ15BbWU4MDI5OTc3NTMx..jpg,Fly Away Home (1996),"['Adventure', ""Children""]",1996,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,http://www.imdb.com/title/tt0118742/,https://m.media-amazon.com/images/M/MV5BMjA2NTgzNTY2Ml5BMl5BanBnXkFtZTcwMTc0MDgxMQ@@..jpg,Bliss (1997),"['Drama', 'Romance']",1997,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
988,http://www.imdb.com/title/tt0116442/,https://m.media-amazon.com/images/M/MV5BMTkxMzMxNzM2NF5BMl5BanBnXkFtZTYwMTY3NzU5..jpg,Grace of My Heart (1996),"['Comedy', 'Drama']",1996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
989,http://www.imdb.com/title/tt0114354/,https://m.media-amazon.com/images/M/MV5BMTQ5OTg5NTY4M15BMl5BanBnXkFtZTcwODA0MDUxMQ@@..jpg,Schlafes Bruder (Brother of Sleep) (1995),['Drama'],1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
990,http://www.imdb.com/title/tt0117011/,https://m.media-amazon.com/images/M/MV5BMzY5ZWQ0OTMtZjdiYy00YzhmLTg5MDAtMzRlMTllMDliMDJkXkEyXkFqcGdeQXVyNDc2NjEyMw@@..jpg,Maximum Risk (1996),"['Action', 'Adventure', 'Thriller']",1996,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
991,http://www.imdb.com/title/tt0117039/,https://m.media-amazon.com/images/M/MV5BZjE5NGFmMGYtNmU1MC00ZWQxLWIzMzEtZjgzZjljMWNmYjE1XkEyXkFqcGdeQXVyNTYzNDI3MzQ@..jpg,Michael Collins (1996),"['Drama', 'War']",1996,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
992,http://www.imdb.com/title/tt0117473/,https://m.media-amazon.com/images/M/MV5BMTI5Njg3ZjUtZDg3YS00NDg5LThlNzQtYjI2OTA4NzQzOTYyXkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,"Rich Man's Wife, The (1996)",['Thriller'],1996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
993,http://www.imdb.com/title/tt0116635/,https://m.media-amazon.com/images/M/MV5BMTQwNDQzMDI0Nl5BMl5BanBnXkFtZTcwMzc1OTIyMQ@@..jpg,Infinity (1996),['Drama'],1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
994,http://www.imdb.com/title/tt0115678/,https://m.media-amazon.com/images/M/MV5BNTlhODIzNzEtNjE3ZC00NjBjLWE3ZTQtN2U1YjQ0ZGUxODc1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,Big Night (1996),['Drama'],1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
996,http://www.imdb.com/title/tt0116830/,https://m.media-amazon.com/images/M/MV5BOThkYmJjYTMtOWMzNC00ZjQ4LWI4NzAtYjRlMDA3ZWMyYWRmXkEyXkFqcGdeQXVyNDIyMjczNjI@..jpg,Last Man Standing (1996),"['Action', 'Drama', 'Western']",1996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
997,http://www.imdb.com/title/tt0115847/,https://m.media-amazon.com/images/M/MV5BMTY2ODQ0MDg1Ml5BMl5BanBnXkFtZTcwODAxMTkxMQ@@..jpg,Caught (1996),"['Drama', 'Thriller']",1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
998,http://www.imdb.com/title/tt0117603/,https://m.media-amazon.com/images/M/MV5BZjU0ZjgwMjctZjg1Ni00NmQxLThlZDEtNTMzZDkyMjNkZDI3XkEyXkFqcGdeQXVyNDAxNjkxNjQ@..jpg,Set It Off (1996),"['Action', 'Crime']",1996,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
999,http://www.imdb.com/title/tt0115438/,https://m.media-amazon.com/images/M/MV5BZDI0ZmFmYTgtMTQ5OS00MTVmLTgwNWYtNzIyY2Y5NjYxNzgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,2 Days in the Valley (1996),['Crime'],2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000,http://www.imdb.com/title/tt0115994/,https://m.media-amazon.com/images/M/MV5BNmMwZWFmZmQtOGY2ZC00M2RjLTgzYzAtNTBmZTJkNWUxNGRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Curdled (1996),['Crime'],1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1002,http://www.imdb.com/title/tt0116167/,https://m.media-amazon.com/images/M/MV5BMTY1NTQ3NDcyMl5BMl5BanBnXkFtZTcwMTkzMjMzMQ@@..jpg,Ed's Next Move (1996),['Comedy'],1996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,http://www.imdb.com/title/tt0116259/,https://m.media-amazon.com/images/M/MV5BZWVlMmJhYWUtMzc1ZC00OGY2LTk2YmItMTM4NmMyYzA3YjAyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@..jpg,Extreme Measures (1996),"['Drama', 'Thriller']",1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1004,http://www.imdb.com/title/tt0116421/,https://m.media-amazon.com/images/M/MV5BYzgzZWY4YWMtMTQ4Yi00ZGQ4LTg4YjItNGNhMGM0ZWViNmY3XkEyXkFqcGdeQXVyMTczNjQwOTY@..jpg,"Glimmer Man, The (1996)","['Action', 'Thriller']",1996,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1005,http://www.imdb.com/title/tt0116000/,https://m.media-amazon.com/images/M/MV5BNWMyZmNkNTMtYTZlMi00MmQ5LWE4NWQtMzVjZWZhNmU1Yjc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,D3: The Mighty Ducks (1996),"[""Children"", 'Comedy']",1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,http://www.imdb.com/title/tt0115862/,https://m.media-amazon.com/images/M/MV5BN2E2ODZjODctZmQ0Mi00YjRkLThjMDEtMGUyYmE1ZDI5MzU3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,"Chamber, The (1996)",['Drama'],1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1007,http://www.imdb.com/title/tt0072653/,https://m.media-amazon.com/images/M/MV5BZTc5NDk1NDgtMThmYy00MWViLTk2ZjUtNTQyMDI1MDI0MDRjXkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,"Apple Dumpling Gang, The (1975)","[""Children"", 'Comedy', 'Western']",1975,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
